Fiscal Year,Professor Name,Department,Project Name,Project Duration,Project Cost
111,林倍伊,國立清華大學教育與學習科技學系,運用知識創新活動發展教師與師資生的設計思考與設計心向,2022/04/01~2024/03/31,"1,498,000元"
111,林明緯,國立清華大學核子工程與科學研究所,開發高重複率雷射尾流場電子加速器與發展高穩度數十MeV飛秒電子源之研究(3/3),2022/08/01~2023/07/31,"1,344,000元"
111,林世昌,國立清華大學經濟學系（所）,現金獎勵政策是否有效增加英語教學課程?是否影響學習成效?,2022/08/01~2023/12/31,"977,000元"
111,林欣怡,國立清華大學藝術與設計學系,從媒體筆、超剪到離散語碼：當代錄像論文與螢幕紀錄片美學研究,2022/08/01~2024/07/31,"1,200,000元"
111,林本堅,國立清華大學半導體研究學院,極紫外光光罩晶片量產時錫粒子檢測儀,2022/08/01~2024/07/31,"2,456,000元"
111,林本堅,國立清華大學電機工程學系（所）,願景實現計畫:以前瞻性計算法、材料、計量法推動半導體技術(4/5),2022/11/01~2024/03/31,"28,000,000元"
111,林愷悌,國立清華大學生物科技研究所,發展針對三陰性乳癌的全新治療策略,2022/08/01~2025/07/31,"4,350,000元"
111,林晏詳,國立清華大學物理學系（所）,高同調性超導量子電路材料之研究(1/3),2022/03/01~2023/02/28,"20,000,000元"
111,林祐聖,國立清華大學社會學研究所,民主創新能力與政府在民主創新中的表現,2022/08/01~2023/12/31,"582,000元"
111,林正昊,國立清華大學哲學研究所,康德的範導性原則與物自身問題,2022/08/01~2024/09/30,"946,000元"
111,林聰舜,國立清華大學中國文學系（所）,鹽鐵會議的核心論辯及其歷史意義,2022/08/01~2023/07/31,"646,000元"
111,林東盈,國立清華大學工業工程與工程管理學系（所）,區域研究及地理學門前瞻學術研究調查計畫,2022/06/01~2022/12/31,"1,330,000元"
111,林東盈,國立清華大學工業工程與工程管理學系（所）,確定與隨機複合運輸貨櫃裝載問題之研究,2022/08/01~2023/07/31,"782,000元"
111,林佳儀,國立清華大學華文文學研究所,新加坡儒樂社發展研究,2022/08/01~2025/07/31,"1,544,000元"
111,林登松,國立清華大學物理學系（所）,物理系所研究特色發展計畫-總計畫-同步輻射光應用於新穎材料物理研究(2/3),2022/08/01~2023/07/31,"920,000元"
111,林玉俊,國立清華大學分子醫學研究所,超音波遺傳學：建立強效超音波感應蛋白質以控制細胞基因表現、神經活性及免疫活性(4/5),2022/02/01~2023/01/31,"7,500,000元"
111,林福仁,國立清華大學服務科學研究所,服務系統導入永續的探索：以研究型大學為例,2022/08/01~2024/09/30,"1,800,000元"
111,林皓武,國立清華大學材料科學工程學系（所）,用於下世代類神經與量子運算之關鍵鹵化鈣鈦礦光電元件(4/5),2022/02/01~2023/01/31,"4,737,000元"
111,林宗宏,國立清華大學生物醫學工程研究所,自供電穿戴式感測系統開發及其於汗液檢測的應用(3/5),2022/02/01~2023/01/31,"5,625,000元"
111,林宗宏,國立清華大學語言學研究所,論時態的處所本質,2022/08/01~2024/07/31,"1,206,000元"
111,林宗德,國立清華大學通識教育中心,人與機器人互動的實驗倫理學,2022/08/01~2024/07/31,"646,000元"
111,林亦凡,國立清華大學生物科技研究所,從Sirt1調控Igfbp1探討能量平衡對斑馬魚魚鰭再生的重要性,2022/08/01~2024/01/31,"1,120,000元"
111,林鶴南,國立清華大學材料科學工程學系（所）,以聚苯胺及氧化石墨烯奈米複合材料為基礎之可攜式氨氣感測器及應用於環境氨氣感測,2022/08/01~2023/07/31,"806,000元"
111,林鶴南,國立清華大學材料科學工程學系（所）,具互補式三晶片及智慧演算法之手機操控可攜式氣體感測器並應用於空氣品質監測(2/4),2022/06/01~2023/05/31,"3,076,000元"
108,林愷悌,國立清華大學生物科技研究所,癌症代謝療法:以反轉腫瘤細胞糖代謝途徑為目標的治療新契機,2019/08/01~2022/07/31,"4,455,000元"
108,林永隆,國立清華大學資訊工程學系（所）,總計畫暨子計畫一：智慧終端系統晶片研發與新創事業計畫(2/2),2019/05/01~2020/04/30,"16,879,000元"
108,林樹均,國立清華大學材料科學工程學系（所）,高熵合金巨觀至原子尺度機械行為與變形機制之研究(3/3),2019/08/01~2020/07/31,"6,884,000元"
108,林祐聖,國立清華大學社會學研究所,要怎麼收穫，先怎麼栽：組織者與主持人在公民審議中的角色,2019/08/01~2022/02/28,"1,581,500元"
108,林靜儀,國立清華大學經濟學系（所）,由公司理財角度探討貿易融資,2019/08/01~2020/12/31,"993,000元"
108,林佩珊,國立清華大學中國文學系（所）,中國大陸當代詩歌的歷史想像與日常敘事,2019/08/01~2020/07/31,"432,000元"
108,林聰舜,國立清華大學中國文學系（所）,董仲舒天人感應思想中目的論與機械論的矛盾及其解決,2019/08/01~2020/07/31,"629,000元"
108,林東盈,國立清華大學工業工程與工程管理學系（所）,確定與隨機大規模求解演算法之開發與實作：以軌道系統服勤員排班為例,2019/08/01~2023/11/30,"6,851,994元"
108,林登松,國立清華大學物理學系（所）,奈米角解析光電子能譜光束線TPS39A實驗站的第二期發展與化學、空間、自旋、角解析光電子譜對量子材料與磁性薄膜的研究,2019/08/01~2021/12/31,"8,990,000元"
108,林登松,國立清華大學物理學系（所）,直接測量表面態、量子井態中自旋分離能帶結構的自旋紋理(1/2),2019/08/01~2020/10/31,"1,670,000元"
108,林文蘭,國立清華大學社會學研究所,重返主體：原住民族教育體制的變遷和實踐,2019/08/01~2022/07/31,"1,180,000元"
108,林玉俊,國立清華大學分子醫學研究所,超音波遺傳學：建立強效超音波感應蛋白質以控制細胞基因表現、神經活性及免疫活性(1/5),2019/02/01~2020/01/31,"8,500,000元"
108,林福仁,國立清華大學服務科學研究所,新竹智慧城鄉創生計畫–地方活力與能力建構(1/3),2019/07/01~2020/09/30,"6,000,000元"
108,林皓武,國立清華大學材料科學工程學系（所）,用於下世代類神經與量子運算之關鍵鹵化鈣鈦礦光電元件(1/5),2019/02/01~2020/01/31,"16,880,000元"
108,林宗宏,國立清華大學生物醫學工程研究所,智慧型踏墊之壓力感測器開發,2019/06/01~2020/05/31,"1,000,000元"
108,林宗宏,國立清華大學生物醫學工程研究所,開發具溫差及壓力調控釋放活性氧物質功能的智慧型傷口敷料,2019/08/01~2020/04/29,"4,206,000元"
108,林宗宏,國立清華大學語言學研究所,論「為什麼」的動詞地位,2019/08/01~2020/07/31,"637,000元"
108,林勇吉,國立清華大學數理教育研究所,利用虛擬教室促進教師發展數學教學之覺察力,2019/08/01~2022/10/31,"2,157,000元"
108,林俊成,國立清華大學化學系（所）,化學期刊圖書服務計畫─新竹地區,2019/12/01~2021/07/31,"3,489,000元"
108,林旖旎,國立清華大學師資培育中心,台灣研究生對同儕師徒的觀點,2019/08/01~2021/01/31,"933,000元"
108,林旖旎,國立清華大學師資培育中心,台灣研究型大學STEM女學生的研究所求學經驗,2019/08/01~2020/12/31,"650,000元"
108,林志明,國立清華大學物理學系（所）,科普活動：前瞻高熵合金材料素材轉化與推廣（主題二）,2019/06/01~2020/08/31,"500,000元"
108,林志明,國立清華大學物理學系（所）,高壓下降低硫化二氫變成超導態的外加壓力機制研究,2019/08/01~2021/07/31,"490,000元"
108,林保全,國立清華大學華文文學研究所,帝王之學：經筵文本與兩宋學術之互涉,2019/08/01~2022/07/31,"1,940,000元"
108,林凡異,國立清華大學光電工程研究所,子計畫一：高精度抗干擾脈衝式混沌光達系統開發研究(2/2),2019/05/01~2020/04/30,"5,056,000元"
108,林勤富,國立清華大學科技法律研究所,探索人工智慧發展及應用的跨國風險管制框架(2/5),2019/02/01~2020/01/31,"2,415,000元"
108,林士傑,國立清華大學動力機械工程學系,可控式液靜壓滑動模組之設計製作與測試,2019/08/01~2020/10/31,"821,000元"
108,林哲群,國立清華大學計量財務金融學系,補助國內大專院校購置「EikonwithDatastreamforOffice財經資訊」資料庫專案,2019/02/01~2019/12/31,"181,000元"
108,林哲群,國立清華大學計量財務金融學系,補助國內大專院校購置「S&PCapitalIQResearchInsight企業財務分析」資料庫專案,2019/02/01~2019/12/31,"110,000元"
108,林哲群,國立清華大學計量財務金融學系,逆向抵押貸款相關議題研究,2019/08/01~2020/07/31,"631,000元"
108,果尚志,國立清華大學物理學系（所）,二維材料極化子物理之研究(1/4),2019/08/01~2020/07/31,"10,000,000元"
108,柳克強,國立清華大學工程與系統科學系,高頻非平衡電漿放電之研究(1/3),2019/08/01~2020/12/31,"1,882,000元"
108,桑慧敏,國立清華大學工業工程與工程管理學系（所）,長晶製程斷線率改善與自動控制(1/2),2019/06/01~2020/05/31,"1,153,000元"
108,梁正宏,國立清華大學核子工程與科學研究所,高溫氦離子照射對於高熵合金之微結構與相穩定性之影響研究,2019/08/01~2021/12/31,"2,595,000元"
108,梅思德,國立清華大學語言學研究所,從上古到中古漢語情態詞系統的歷史發展,2019/08/01~2021/07/31,"894,000元"
108,楊儒賓,國立清華大學哲學研究所,理學第三系的光譜,2019/08/01~2024/07/31,"9,823,000元"
108,楊尚樺,國立清華大學電子工程研究所,Tbps太赫茲無線移動通訊系統(2/4),2019/02/01~2020/01/31,"4,716,760元"
108,楊尚達,國立清華大學光電工程研究所,單週期非線性光學研究平台-以單週期脈衝整形為例,2019/08/01~2020/07/31,"2,052,000元"
108,楊舜仁,國立清華大學資訊工程學系（所）,多接取邊緣運算輔助裝置對裝置即時串流之研究:雛型開發與機器學習預測模型設計,2019/08/01~2020/07/31,"966,000元"
108,楊佳嫻,國立清華大學中國文學系（所）,國共分合下的戰爭書寫與性別議論：漢口《中央日報》副刊（1927）,2019/08/01~2020/07/31,"400,000元"
108,楊長謀,國立清華大學材料科學工程學系（所）,高效率光電高分子:飛秒時間分子拘束下共軛高分子光電能量轉換研究,2019/08/01~2020/10/31,"1,643,000元"
108,楊睿中,國立清華大學經濟學系（所）,隨機森林及其他整體學習方法之偏誤修正--拔靴法後的刀切法,2019/08/01~2020/07/31,"592,000元"
108,楊立威,國立清華大學生物資訊與結構生物研究所,探究功能性訊息核醣核酸及其解旋中間態對於核醣體構型改變及+1/-1轉譯軌道移轉之影響(3/3),2019/08/01~2020/07/31,"1,260,000元"
108,楊立威,國立清華大學生物資訊與結構生物研究所,結合以第一原理及巨量資料驅動的抗癌及抗菌胜肽設計(2/3),2019/08/01~2020/12/16,"2,355,000元"
108,楊叔卿,國立清華大學學習科學與科技研究所,轉化古典文學《三國演義》情境於《離散最佳化》CourseraMOOC課程：創新教材研發與教學成效研究,2019/08/01~2023/07/31,"4,675,000元"
108,歐陽汎怡,國立清華大學工程與系統科學系,奈米雙晶銀薄膜製程及薄膜直接接合低溫技術開發,2019/08/01~2022/10/31,"4,861,000元"
108,歐陽浩,國立清華大學材料科學工程學系（所）,磁斯格明子系統的物理性質及其應用,2019/08/01~2022/12/31,"8,545,000元"
108,段興宇,國立清華大學化學工程學系（所）,高效能電極材料之合成、改質與應用(1/5),2019/02/01~2020/01/31,"10,000,000元"
108,殷献生,國立清華大學生命科學系（所）,鸚鵡喙羽症次單位疫苗、生物佐劑與奈米顆粒包覆平台之開發與評估,2019/08/01~2020/07/31,"900,000元"
108,毛傳慧,國立清華大學歷史研究所,神道設教─祭祀與蠶桑政策,2019/08/01~2020/07/31,"720,000元"
108,江昀緯,國立清華大學化學系（所）,以ESR研究TMBIM6膜蛋白鈣離子調控分子機制,2019/08/01~2022/10/31,"15,000,000元"
108,江國興,國立清華大學天文學研究所,探索多信息宇宙-從參與重力波天文台的建設到大型巡天望遠鏡(3/5),2019/08/01~2022/01/31,"7,150,000元"
108,江國寧,國立清華大學動力機械工程學系,以模擬設計法結合人工智慧理論來進行先進封裝之可靠度評估,2019/08/01~2022/07/31,"4,516,000元"
108,江安世,國立清華大學腦科學研究中心,腦科學研究中心(2/5),2019/03/01~2020/05/31,"42,000,000元"
108,江曉輝,國立清華大學中國文學系（所）,「西學東漸」對晚清舊體詩與詩學之影響,2019/08/01~2020/07/31,"432,000元"
108,江旭新,國立清華大學教育心理與諮商學系,僕人式領導如何提升員工正向品牌行為、顧客價值共創與顧客品牌權益？跨層次之中介與調節效果之驗證,2019/08/01~2021/07/31,"650,000元"
108,汪上曉,國立清華大學化學工程學系（所）,以廢甘油為基礎製備生物可分解高分子--材料，製程及產品開發(3/3),2019/06/01~2020/05/31,"5,650,000元"
108,汪上曉,國立清華大學化學工程學系（所）,微波強化技術在化工反應與分離程序的開發與應用,2019/08/01~2021/07/31,"3,059,000元"
108,汪宏達,國立清華大學生物科技研究所,線蟲phosphatidylinositoltransferprotein-1調控壽命之分子機制研究,2019/08/01~2020/10/31,"1,400,000元"
108,沈之涯,國立清華大學資訊工程學系（所）,基於圖論與機器學習之焦慮症探勘、介入與協助治療(2/5),2019/02/01~2020/01/31,"6,486,000元"
108,沈若樸,國立清華大學化學工程學系（所）,開發嗜鹼菌生物工廠以高值化廢棄蛋白成為靛藍化合物,2019/08/01~2022/07/31,"3,903,000元"
108,洪樂文,國立清華大學通訊工程研究所,群體人工智慧之分散式學習、資料融合及隱私性研究(2/4),2019/01/01~2019/12/31,"8,640,000元"
108,洪嘉呈,國立清華大學化學系（所）,聚脯胺酸和膠原蛋白模擬胜肽之設計與功能性探討(1/2),2019/08/01~2020/07/31,"2,560,000元"
